lambda,psnr,ssim
0.301,29.262615203857422,0.6966454982757568
0.302,29.257497787475586,0.6965492963790894
0.303,29.252437591552734,0.6964540481567383
0.304,29.247417449951172,0.6963605880737305
0.305,29.24243927001953,0.696269154548645
0.306,29.237485885620117,0.696179211139679
0.307,29.232555389404297,0.6960908770561218
0.308,29.227689743041992,0.6960049867630005
0.309,29.222888946533203,0.6959209442138672
0.31,29.218162536621094,0.695838451385498
0.311,29.2134952545166,0.6957583427429199
0.312,29.20888328552246,0.6956808567047119
0.313,29.20431137084961,0.6956053972244263
0.314,29.199840545654297,0.6955326199531555
0.315,29.195425033569336,0.6954617500305176
0.316,29.191051483154297,0.6953911781311035
0.317,29.186725616455078,0.6953213214874268
0.318,29.18243408203125,0.6952518820762634
0.319,29.178146362304688,0.6951819658279419
0.32,29.173879623413086,0.6951122283935547
0.321,29.16961669921875,0.6950429677963257
0.322,29.16533660888672,0.6949737071990967
0.323,29.161052703857422,0.694904088973999
0.324,29.156776428222656,0.6948338150978088
0.325,29.152528762817383,0.6947634220123291
0.326,29.148330688476562,0.6946933269500732
0.327,29.1441707611084,0.6946223378181458
0.328,29.140037536621094,0.694549560546875
0.329,29.13592529296875,0.6944761872291565
0.33,29.131832122802734,0.6944014430046082
0.331,29.127737045288086,0.6943246722221375
0.332,29.12363052368164,0.6942450404167175
0.333,29.119504928588867,0.6941627264022827
0.334,29.115398406982422,0.694077730178833
0.335,29.11127471923828,0.693988561630249
0.336,29.10714340209961,0.6938965320587158
0.337,29.103023529052734,0.693801999092102
0.338,29.098909378051758,0.6937052011489868
0.339,29.094825744628906,0.6936074495315552
0.34,29.090757369995117,0.6935073733329773
0.341,29.086706161499023,0.6934062838554382
0.342,29.082651138305664,0.6933022737503052
0.343,29.078628540039062,0.6931964159011841
0.34400000000000003,29.074657440185547,0.693089485168457
0.34500000000000003,29.070737838745117,0.6929826140403748
0.34600000000000003,29.06686782836914,0.6928754448890686
0.34700000000000003,29.06305694580078,0.6927690505981445
0.34800000000000003,29.059322357177734,0.692664384841919
0.34900000000000003,29.055667877197266,0.6925616264343262
0.35000000000000003,29.052085876464844,0.6924599409103394
0.35100000000000003,29.048580169677734,0.6923595666885376
0.352,29.045127868652344,0.6922591328620911
0.353,29.041732788085938,0.692158579826355
0.354,29.03838539123535,0.6920579671859741
0.355,29.03508758544922,0.6919577717781067
0.356,29.031848907470703,0.691859245300293
0.357,29.028648376464844,0.6917608380317688
0.358,29.025489807128906,0.6916632652282715
0.359,29.022356033325195,0.6915656924247742
0.36,29.019264221191406,0.6914690732955933
0.361,29.016193389892578,0.6913725733757019
0.362,29.01313591003418,0.6912761330604553
0.363,29.01009750366211,0.6911798715591431
0.364,29.007064819335938,0.6910830736160278
0.365,29.004030227661133,0.690987229347229
0.366,29.00099754333496,0.6908912658691406
0.367,28.99798583984375,0.6907956004142761
0.368,28.99496078491211,0.6906994581222534
0.369,28.991920471191406,0.6906028985977173
0.37,28.98885726928711,0.6905056238174438
0.371,28.985774993896484,0.6904079914093018
0.372,28.98265838623047,0.6903097629547119
0.373,28.979501724243164,0.6902098655700684
0.374,28.976303100585938,0.6901082396507263
0.375,28.973064422607422,0.6900048851966858
0.376,28.96979522705078,0.6899005174636841
0.377,28.966501235961914,0.6897950172424316
0.378,28.963191986083984,0.6896895170211792
0.379,28.95986557006836,0.6895831823348999
0.38,28.956514358520508,0.689476490020752
0.381,28.95313262939453,0.6893686056137085
0.382,28.949729919433594,0.6892603039741516
0.383,28.946300506591797,0.6891518831253052
0.384,28.942852020263672,0.6890435218811035
0.385,28.939369201660156,0.6889346837997437
0.386,28.93585968017578,0.6888254880905151
0.387,28.932313919067383,0.6887156367301941
0.388,28.928754806518555,0.688605785369873
0.389,28.925212860107422,0.6884961128234863
0.39,28.92167091369629,0.6883870363235474
0.391,28.918121337890625,0.6882790327072144
0.392,28.914566040039062,0.6881716847419739
0.393,28.91100311279297,0.6880642771720886
0.394,28.907421112060547,0.6879563927650452
0.395,28.903844833374023,0.6878490447998047
0.396,28.90027618408203,0.687743067741394
0.397,28.896705627441406,0.6876375675201416
0.398,28.893142700195312,0.6875328421592712
0.399,28.889583587646484,0.6874293088912964
0.4,28.88604164123535,0.6873271465301514
