lambda1_v,lambda0_w,psnr,ssim
0.15,0.17,23.1072940826416,0.609422504901886
0.15,0.18,23.0523738861084,0.606831967830658
0.15,0.19,23.0035457611084,0.604461133480072
0.15,0.2,22.958526611328125,0.6022714376449585
0.16,0.0,23.995786666870117,0.6220551133155823
0.16,0.01,25.387723922729492,0.7108119130134583
0.16,0.02,25.281126022338867,0.709966242313385
0.16,0.03,25.057369232177734,0.7012670636177063
0.16,0.04,24.823760986328125,0.6912409067153931
0.16,0.05,24.605093002319336,0.6811256408691406
0.16,0.06,24.400859832763672,0.6715150475502014
0.16,0.07,24.22049331665039,0.6630656123161316
0.16,0.08,24.055601119995117,0.6553941369056702
0.16,0.09,23.896574020385742,0.6475839614868164
0.16,0.1,23.751731872558594,0.6405209302902222
0.16,0.11,23.623401641845703,0.6341732740402222
0.16,0.12,23.510774612426758,0.6285292506217957
0.16,0.13,23.41386604309082,0.6237420439720154
0.16,0.14,23.32744789123535,0.6196190714836121
0.16,0.15,23.246191024780273,0.615772008895874
0.16,0.16,23.1711483001709,0.6123364567756653
0.16,0.17,23.106407165527344,0.6093941330909729
0.16,0.18,23.051267623901367,0.6067951321601868
0.16,0.19,23.002267837524414,0.6044185757637024
0.16,0.2,22.95720672607422,0.6022325754165649
0.17,0.0,23.995786666870117,0.6220551133155823
0.17,0.01,25.387723922729492,0.7108119130134583
0.17,0.02,25.281126022338867,0.709966242313385
0.17,0.03,25.057369232177734,0.7012670636177063
0.17,0.04,24.823760986328125,0.6912409067153931
0.17,0.05,24.605093002319336,0.6811256408691406
0.17,0.06,24.400850296020508,0.6715148687362671
0.17,0.07,24.220550537109375,0.6630699038505554
0.17,0.08,24.05549430847168,0.655391275882721
0.17,0.09,23.896465301513672,0.6475833058357239
0.17,0.1,23.751567840576172,0.6405178904533386
0.17,0.11,23.6231689453125,0.6341686844825745
0.17,0.12,23.510467529296875,0.6285189986228943
0.17,0.13,23.413555145263672,0.6237307786941528
0.17,0.14,23.327085494995117,0.6196039319038391
0.17,0.15,23.245803833007812,0.6157565116882324
0.17,0.16,23.170778274536133,0.612321674823761
0.17,0.17,23.105974197387695,0.6093774437904358
0.17,0.18,23.050743103027344,0.6067758202552795
0.17,0.19,23.001585006713867,0.6043950319290161
0.17,0.2,22.956613540649414,0.6022123098373413
0.18,0.0,23.995786666870117,0.6220551133155823
0.18,0.01,25.387723922729492,0.7108119130134583
0.18,0.02,25.281126022338867,0.709966242313385
0.18,0.03,25.057369232177734,0.7012670636177063
0.18,0.04,24.823760986328125,0.6912409067153931
0.18,0.05,24.605093002319336,0.6811256408691406
0.18,0.06,24.400850296020508,0.6715148687362671
0.18,0.07,24.220552444458008,0.6630700826644897
0.18,0.08,24.055435180664062,0.6553903818130493
0.18,0.09,23.896461486816406,0.6475837826728821
0.18,0.1,23.751523971557617,0.6405180096626282
0.18,0.11,23.623083114624023,0.6341676115989685
0.18,0.12,23.5103759765625,0.6285160779953003
0.18,0.13,23.413358688354492,0.6237247586250305
0.18,0.14,23.32684898376465,0.6195968985557556
0.18,0.15,23.245540618896484,0.6157470345497131
0.18,0.16,23.170473098754883,0.6123088598251343
0.18,0.17,23.105615615844727,0.6093623638153076
0.18,0.18,23.05036163330078,0.6067609786987305
0.18,0.19,23.001245498657227,0.6043823957443237
0.18,0.2,22.956266403198242,0.6022007465362549
0.19,0.0,23.995786666870117,0.6220551133155823
0.19,0.01,25.387723922729492,0.7108119130134583
0.19,0.02,25.281126022338867,0.709966242313385
0.19,0.03,25.057369232177734,0.7012670636177063
0.19,0.04,24.823760986328125,0.6912409067153931
0.19,0.05,24.605093002319336,0.6811256408691406
0.19,0.06,24.400850296020508,0.6715148687362671
0.19,0.07,24.220552444458008,0.6630700826644897
0.19,0.08,24.055442810058594,0.6553906202316284
0.19,0.09,23.89642906188965,0.6475834250450134
0.19,0.1,23.75147819519043,0.6405174136161804
0.19,0.11,23.623018264770508,0.6341667175292969
0.19,0.12,23.51034164428711,0.6285153031349182
0.19,0.13,23.413267135620117,0.6237221360206604
0.19,0.14,23.326692581176758,0.6195922493934631
0.19,0.15,23.245412826538086,0.6157434582710266
0.19,0.16,23.17033576965332,0.6123046875
0.19,0.17,23.105470657348633,0.6093581318855286
0.19,0.18,23.050180435180664,0.6067563891410828
0.19,0.19,23.00103187561035,0.6043767929077148
0.19,0.2,22.956073760986328,0.6021950244903564
0.2,0.0,23.995786666870117,0.6220551133155823
0.2,0.01,25.387723922729492,0.7108119130134583
0.2,0.02,25.281126022338867,0.709966242313385
0.2,0.03,25.057369232177734,0.7012670636177063
0.2,0.04,24.823760986328125,0.6912409067153931
0.2,0.05,24.605093002319336,0.6811256408691406
0.2,0.06,24.400850296020508,0.6715148687362671
0.2,0.07,24.220552444458008,0.6630700826644897
0.2,0.08,24.055442810058594,0.6553906202316284
0.2,0.09,23.89642333984375,0.6475832462310791
0.2,0.1,23.75147819519043,0.6405174136161804
0.2,0.11,23.623016357421875,0.6341667175292969
0.2,0.12,23.510313034057617,0.6285150647163391
0.2,0.13,23.41324806213379,0.623721718788147
0.2,0.14,23.32664680480957,0.6195903420448303
0.2,0.15,23.24529266357422,0.6157395839691162
0.2,0.16,23.17023277282715,0.6123014092445374
0.2,0.17,23.10538673400879,0.6093558073043823
0.2,0.18,23.05006980895996,0.6067532300949097
0.2,0.19,23.000890731811523,0.6043728590011597
0.2,0.2,22.95591926574707,0.6021905541419983
